A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
ABL1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	TP53	110	4	5	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	TP53	110	4	5	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	FLT3	101	9	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BCOR	101	15	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CSF1R	101	15	3	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	CBL	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MYCN	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NPM1	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	ZRSR2	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr8gain	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYCN	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NPM1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYC	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NRAS	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDKN2A	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NF1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CBL	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BIRC3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	BIRC3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BIRC3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	BIRC3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	BIRC3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	ABL1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
