A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CDH2	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	BRINP3	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SF3B1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SETBP1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	NOTCH1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	RAD21	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	RAD21	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	ABL1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	EZH2	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	EZH2	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	PHF6	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	PHF6	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	MAP2K1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	WT1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	BRINP3	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	BRINP3	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	PRPF40B	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	PRPF40B	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	MPL	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	SMC1A	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	KRAS	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	KRAS	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	FBXW7	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	FBXW7	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	IL7R	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SF1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	SF1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr17loss	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	chr17loss	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	inv(16)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	inv(16)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(11;19)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	t(11;19)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(8;21)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	t(8;21)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr5qdel	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	chr5qdel	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
TET2	SRSF2	89	21	8	1	-0.917	1.000	1.000	Mutual exclusivity
STAG2	FLT3	107	3	9	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	FLT3	107	3	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	TP53	99	15	5	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CBL	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ASXL1	103	1	15	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF3B1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SETBP1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	RAD21	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	ABL1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	EZH2	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PHF6	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MAP2K1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	WT1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BRINP3	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PRPF40B	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SMC1A	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	KRAS	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	FBXW7	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	IL7R	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	inv(16)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(11;19)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(8;21)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5qdel	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
TET2	IDH2	86	20	11	2	-0.355	1.000	1.000	Mutual exclusivity
DNMT3A	BCOR	87	29	2	1	0.585	1.000	1.000	Co-occurrence
DNMT3A	CSF1R	87	29	2	1	0.585	1.000	1.000	Co-occurrence
DNMT3A	TP53	85	29	4	1	-0.449	1.000	1.000	Mutual exclusivity
ASXL1	ATM	100	15	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	CSF1R	103	13	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	BCORL1	103	13	3	0	<-3	1.000	1.000	Mutual exclusivity
